unit_id,baseline_rate,evoked_rate,evoked_ratio,t_stat,p_value,waveform_duration,evoke_positive,evoke_significant,low_spike_width,positive,session_id
950908795,0.0,0.0,1.0,,,0.631825795644891,True,False,False,False,721123822
950908404,2.469135802469136,0.0,0.2882562277580071,-0.9999999999999998,0.8386107606228453,0.755443886097152,True,False,False,False,721123822
950908410,19.753086419753085,39.76608187134504,1.9643382698268577,2.2830250879866774,0.0136577695864414,0.192294807370184,True,True,True,True,721123822
950908418,4.938271604938271,0.0,0.1683991683991684,-1.4305633952771808,0.920190398826762,0.343383584589615,True,False,True,False,721123822
950908416,0.0,0.0,1.0,,,0.549413735343384,True,False,False,False,721123822
950908414,19.753086419753085,4.678362573099415,0.2736153292213281,-2.0160820902749954,0.9750388476992256,0.618090452261307,True,False,False,False,721123822
950908420,14.814814814814811,7.017543859649122,0.506964131640577,-1.0728835615716403,0.8554137243291944,0.535678391959799,True,False,False,False,721123822
950908426,4.938271604938271,4.678362573099415,0.9562315351789036,-0.0534323017331959,0.5211853320231865,0.673031825795645,True,False,False,False,721123822
950908424,4.938271604938271,44.44444444444446,7.652806652806655,4.327887982404045,4.271953015481675e-05,0.206030150753769,True,True,True,True,721123822
950908422,12.34567901234568,7.017543859649122,0.6007595306490092,-0.774563159040659,0.7786298159192908,0.618090452261306,True,False,False,False,721123822
950908442,0.0,0.0,1.0,,,0.741708542713568,True,False,False,False,721123822
950908438,2.469135802469136,0.0,0.2882562277580071,-0.9999999999999998,0.8386107606228453,0.604355108877722,True,False,False,False,721123822
950908432,2.469135802469136,2.3391812865497075,0.9625398014609478,-0.0377817300128182,0.5149836933442826,0.618090452261307,True,False,False,False,721123822
950908448,0.0,4.678362573099415,5.678362573099415,1.4305633952771817,0.0798096011732377,0.260971524288107,True,False,True,False,721123822
950908446,0.0,0.0,1.0,,,0.521943048576214,True,False,False,False,721123822
950908444,0.0,0.0,1.0,,,0.727973199329983,True,False,False,False,721123822
950908452,2.469135802469136,2.3391812865497075,0.9625398014609478,-0.0377817300128182,0.5149836933442826,0.604355108877722,True,False,False,False,721123822
950908466,4.938271604938271,2.3391812865497075,0.562315351789036,-0.6140976471957924,0.7288434266385075,0.645561139028476,True,False,False,False,721123822
950908460,0.0,0.0,1.0,,,0.700502512562814,True,False,False,False,721123822
950908475,12.34567901234568,4.678362573099415,0.425483227031501,-1.196964781257225,0.8811351416644475,0.549413735343384,True,False,False,False,721123822
950908802,4.938271604938271,2.3391812865497075,0.562315351789036,-0.6140976471957924,0.7288434266385075,0.590619765494137,True,False,False,False,721123822
950908501,24.69135802469136,9.35672514619883,0.4031209691696805,-1.7210155014373625,0.9538631562192212,0.535678391959799,True,False,False,False,721123822
950908496,14.814814814814811,11.695906432748536,0.8027856526562307,-0.3863459911128039,0.6494487663961575,0.274706867671692,True,False,True,False,721123822
950908489,22.22222222222222,7.017543859649122,0.3452530848652733,-1.8485884917321933,0.964377927569342,0.535678391959799,True,False,False,False,721123822
950908479,12.34567901234568,4.678362573099415,0.425483227031501,-1.196964781257225,0.8811351416644475,0.604355108877722,True,False,False,False,721123822
950908485,2.469135802469136,0.0,0.2882562277580071,-0.9999999999999998,0.8386107606228453,0.604355108877722,True,False,False,False,721123822
950908482,32.098765432098766,9.35672514619883,0.312903669094407,-2.375059487392625,0.9890150454254764,0.494472361809045,True,False,False,False,721123822
950908511,14.814814814814811,4.678362573099415,0.3590533711327499,-1.490199930866829,0.9283470368057396,0.576884422110553,True,False,False,False,721123822
950908507,14.814814814814811,9.35672514619883,0.6548748921484039,-0.7098696524394335,0.7592348522023165,0.521943048576214,True,False,False,False,721123822
950908504,17.28395061728395,11.695906432748536,0.694374355876186,-0.6635654499211716,0.7447847530921281,0.645561139028476,True,False,False,False,721123822
950908525,14.814814814814811,4.678362573099415,0.3590533711327499,-1.7268913108121,0.9543987245996616,0.686767169179229,True,False,False,False,721123822
950908518,9.876543209876544,9.35672514619883,0.9522074197980764,-0.0755671374673814,0.5299469861759468,0.480737018425461,True,False,False,False,721123822
950908547,12.34567901234568,74.85380116959062,5.683772335556744,6.020265506846871,1.575504028924802e-07,0.192294807370184,True,True,True,True,721123822
950908544,9.876543209876544,4.678362573099415,0.5220741979807635,-0.8722110451014066,0.806085955855499,0.521943048576214,True,False,False,False,721123822
950908583,2.469135802469136,0.0,0.2882562277580071,-0.9999999999999998,0.8386107606228453,0.233500837520938,True,False,True,False,721123822
950908555,14.814814814814811,2.3391812865497075,0.2111426106249229,-1.9857711951856185,0.9733441601858224,0.631825795644891,True,False,False,False,721123822
950908551,14.814814814814811,7.017543859649122,0.506964131640577,-1.0728835615716403,0.8554137243291944,0.50820770519263,True,False,False,False,721123822
950908591,0.0,9.35672514619883,10.35672514619883,2.0718790811312484,0.0220848646376199,0.288442211055276,True,True,True,True,721123822
950908621,0.0,0.0,1.0,,,0.343383584589615,True,False,True,False,721123822
950908657,14.814814814814811,2.3391812865497075,0.2111426106249229,-1.9857711951856185,0.9733441601858224,0.988944723618091,True,False,False,False,721123822
950908653,0.0,0.0,1.0,,,0.673031825795645,True,False,False,False,721123822
951888688,19.753086419753085,28.070175438596497,1.4007639562916814,0.929758049031302,0.1787847456833278,0.1785594639866,True,False,True,False,746083955
951888697,4.938271604938271,4.678362573099415,0.9562315351789036,-0.0534323017331959,0.5211853320231865,0.631825795644891,True,False,False,False,746083955
951888780,7.407407407407408,2.3391812865497075,0.3971713424530488,-1.0406813963530863,0.8481458587481567,0.384589614740369,True,False,True,False,746083955
951888826,4.938271604938271,2.3391812865497075,0.562315351789036,-0.6140976471957925,0.7288434266385075,0.549413735343384,True,False,False,False,746083955
951888857,7.407407407407408,7.017543859649122,0.9536285648040806,-0.065441999100369,0.5259407376237362,0.521943048576214,True,False,False,False,746083955
951889405,9.876543209876544,7.017543859649122,0.73714080888942,-0.4435710073401913,0.6702368020306048,0.343383584589615,True,False,True,False,746083955
951888883,2.469135802469136,0.0,0.2882562277580071,-0.9999999999999998,0.8386107606228453,0.700502512562814,True,False,False,False,746083955
951888874,9.876543209876544,4.678362573099415,0.5220741979807635,-0.8722110451014068,0.806085955855499,0.521943048576214,True,False,False,False,746083955
951888930,0.0,0.0,1.0,,,0.65929648241206,True,False,False,False,746083955
951889030,2.469135802469136,0.0,0.2882562277580071,-0.9999999999999998,0.8386107606228453,0.247236180904523,True,False,True,False,746083955
951888972,0.0,0.0,1.0,,,0.233500837520938,True,False,True,False,746083955
951889021,2.469135802469136,0.0,0.2882562277580071,-0.9999999999999998,0.8386107606228453,0.412060301507538,True,False,True,False,746083955
951889425,0.0,0.0,1.0,,,0.65929648241206,True,False,False,False,746083955
951889147,12.34567901234568,9.35672514619883,0.7760358342665173,-0.4091869553587315,0.6578062336188892,0.274706867671692,True,False,True,False,746083955
951785385,2.469135802469136,2.3391812865497075,0.9625398014609478,-0.0377817300128182,0.5149836933442826,0.782914572864322,True,False,False,False,773418906
951785427,2.469135802469136,0.0,0.2882562277580071,-0.9999999999999998,0.8386107606228453,0.645561139028476,True,False,False,False,773418906
951785493,0.0,0.0,1.0,,,0.590619765494137,True,False,False,False,773418906
951785584,12.34567901234568,7.017543859649122,0.6007595306490092,-0.774563159040659,0.7786298159192908,0.480737018425461,True,False,False,False,773418906
951785569,0.0,0.0,1.0,,,0.219765494137353,True,False,True,False,773418906
951785575,0.0,0.0,1.0,,,0.631825795644891,True,False,False,False,773418906
951785620,17.28395061728395,14.035087719298245,0.8223106720210385,-0.3702826470006275,0.6435257710686753,0.521943048576214,True,False,False,False,773418906
951785595,7.407407407407408,7.017543859649122,0.9536285648040806,-0.0654419991003689,0.525940737623736,0.590619765494137,True,False,False,False,773418906
951785683,4.938271604938271,0.0,0.1683991683991684,-1.4305633952771808,0.920190398826762,0.563149078726968,True,False,False,False,773418906
951785629,2.469135802469136,2.3391812865497075,0.9625398014609478,-0.0377817300128182,0.5149836933442826,0.576884422110553,True,False,False,False,773418906
951785671,4.938271604938271,4.678362573099415,0.9562315351789036,-0.0534323017331959,0.5211853320231865,0.50820770519263,True,False,False,False,773418906
951785667,12.34567901234568,4.678362573099415,0.425483227031501,-1.196964781257225,0.8811351416644475,0.535678391959799,True,False,False,False,773418906
951785658,9.876543209876544,14.035087719298245,1.3823406416153892,0.5454585475305556,0.2940964417464728,0.521943048576214,True,False,False,False,773418906
951785654,0.0,4.678362573099415,5.678362573099415,1.4305633952771812,0.0798096011732378,0.50820770519263,True,False,False,False,773418906
951785648,14.814814814814811,7.017543859649122,0.506964131640577,-1.0728835615716403,0.8554137243291944,0.618090452261307,True,False,False,False,773418906
951785643,2.469135802469136,2.3391812865497075,0.9625398014609478,-0.0377817300128182,0.5149836933442826,0.549413735343384,True,False,False,False,773418906
951785624,14.814814814814811,4.678362573099415,0.3590533711327499,-1.490199930866829,0.9283470368057396,0.604355108877722,True,False,False,False,773418906
951785692,19.753086419753085,14.035087719298245,0.7244747800494693,-0.6287114170135129,0.7336057738195523,0.535678391959799,True,False,False,False,773418906
951785719,7.407407407407408,18.713450292397663,2.34477162068166,1.6191954679533147,0.0562759255501518,0.535678391959799,True,False,False,False,773418906
951785714,9.876543209876544,4.678362573099415,0.5220741979807635,-0.8722110451014068,0.806085955855499,0.247236180904523,True,False,True,False,773418906
951785755,7.407407407407408,9.35672514619883,1.2318571759795964,0.3044184589452288,0.3811221405757666,0.521943048576214,True,False,False,False,773418906
951785709,4.938271604938271,2.3391812865497075,0.562315351789036,-0.6140976471957924,0.7288434266385075,0.535678391959799,True,False,False,False,773418906
951785745,7.407407407407408,14.035087719298245,1.788314398330628,0.9254874448865296,0.1798804117844964,0.521943048576214,True,False,False,False,773418906
951785739,17.28395061728395,4.678362573099415,0.3105654074416291,-1.7612165187143622,0.9574250108153666,0.32964824120603,True,False,True,False,773418906
951785730,0.0,4.678362573099415,5.678362573099415,1.4305633952771817,0.0798096011732377,0.192294807370184,True,False,True,False,773418906
951785788,2.469135802469136,4.678362573099415,1.6368233751638883,0.5308966264215094,0.2990800808877211,0.590619765494137,True,False,False,False,773418906
951785784,9.876543209876544,0.0,0.0919409761634506,-2.071879081131249,0.97791513536238,0.631825795644891,True,False,False,False,773418906
951785842,2.469135802469136,2.3391812865497075,0.9625398014609478,-0.0377817300128182,0.5149836933442826,0.631825795644891,True,False,False,False,773418906
951785831,2.469135802469136,0.0,0.2882562277580071,-0.9999999999999998,0.8386107606228453,0.590619765494137,True,False,False,False,773418906
951785860,4.938271604938271,14.035087719298245,2.531896268738374,1.599323620232985,0.0584528873982165,0.206030150753769,True,False,True,False,773418906
951785901,0.0,0.0,1.0,,,0.590619765494137,True,False,False,False,773418906
951785945,2.469135802469136,0.0,0.2882562277580071,-0.9999999999999998,0.8386107606228453,0.549413735343384,True,False,False,False,773418906
951785934,0.0,0.0,1.0,,,0.576884422110553,True,False,False,False,773418906
951785972,0.0,2.3391812865497075,3.3391812865497075,1.0,0.1613892393771546,0.590619765494137,True,False,False,False,773418906
951785991,0.0,0.0,1.0,,,0.604355108877722,True,False,False,False,773418906
951786038,2.469135802469136,2.3391812865497075,0.9625398014609478,-0.0377817300128182,0.5149836933442826,0.206030150753769,True,False,True,False,773418906
951786065,9.876543209876544,7.017543859649122,0.73714080888942,-0.5243502584676112,0.6986666525584857,0.480737018425461,True,False,False,False,773418906
951143596,11.851851851851851,8.421052631578947,0.7330502047626271,-0.6807287256953605,0.7509161646306546,0.233500837520938,True,False,True,False,840012044
951143585,0.0,1.4035087719298245,2.4035087719298245,1.0,0.1602846554280299,0.920268006700168,True,False,False,False,840012044
951143567,23.703703703703702,15.438596491228072,0.6654304426734002,-1.1416254423605252,0.8713547299835724,0.164824120603015,True,False,True,False,840012044
951143654,13.333333333333332,7.017543859649122,0.5593635250917993,-1.2569259888659146,0.8936333195847775,0.412060301507538,True,False,True,False,840012044
951143673,8.888888888888888,50.52631578947365,5.210526315789471,5.325647289538899,5.20056806855973e-07,0.274706867671692,True,True,True,True,840012044
951143733,19.25925925925926,109.47368421052624,5.452997209660345,7.739112887581568,2.0143880347368448e-11,0.206030150753769,True,True,True,True,840012044
951143700,1.4814814814814816,1.4035087719298245,0.9685781618224664,-0.0379528303519543,0.5150862537982583,0.370854271356784,True,False,True,False,840012044
951143721,0.0,0.0,1.0,,,0.727973199329983,True,False,False,False,840012044
951143770,11.851851851851851,91.22807017543852,7.17624753526467,7.4818183249196,6.150820872180756e-11,0.247236180904523,True,True,True,True,840012044
951143776,17.777777777777775,18.245614035087723,1.024914356898163,0.073971304699585,0.4706164053273093,0.288442211055276,True,False,True,False,840012044
951143807,22.22222222222222,225.96491228070155,9.77360866280533,13.877992694594443,1.3743199004731331e-22,0.384589614740369,True,True,True,True,840012044
951143827,1.4814814814814816,1.4035087719298245,0.9685781618224664,-0.0379528303519543,0.5150862537982583,0.494472361809045,True,False,False,False,840012044
951144766,0.0,7.017543859649122,8.017543859649123,2.29906813420444,0.0121626256262544,0.618090452261307,True,True,False,False,840012044
951143852,14.814814814814817,1.4035087719298245,0.1519783064217922,-2.8717051946516485,0.9973388140454298,0.549413735343384,True,False,False,False,840012044
951143919,13.333333333333332,7.017543859649122,0.5593635250917993,-1.1635559162004123,0.8758289417160628,0.412060301507538,True,False,True,False,840012044
951143912,7.407407407407407,5.614035087719298,0.7866913980987711,-0.410730215128671,0.6587713566067404,0.563149078726968,True,False,False,False,840012044
951143933,14.814814814814817,7.017543859649122,0.5069641316405769,-1.4889245599145835,0.9296215761447478,0.673031825795645,True,False,False,False,840012044
951143908,17.777777777777775,2.807017543859649,0.2027405792587979,-2.846667936427511,0.997143128286784,0.549413735343384,True,False,False,False,840012044
951143895,11.851851851851851,0.0,0.0778097982708933,-2.6275064390907894,0.9947744979991392,0.604355108877722,True,False,False,False,840012044
951143881,26.666666666666664,7.017543859649122,0.2897907419150285,-2.7997758027060224,0.9967406032772396,0.631825795644891,True,False,False,False,840012044
951143954,34.07407407407408,11.228070175438598,0.3486355805035291,-2.750764890156725,0.996264803702337,0.645561139028476,True,False,False,False,840012044
951143991,7.407407407407408,5.614035087719298,0.7866913980987711,-0.4082309101346614,0.6578585016862485,0.947738693467337,True,False,False,False,840012044
951143947,26.666666666666664,29.473684210526315,1.1014584654407102,0.3493615135009318,0.3639050773142521,0.563149078726968,True,False,False,False,840012044
951143940,11.851851851851851,117.89473684210516,9.251175489155155,9.70475559167254,3.9269456206653904e-15,0.219765494137353,True,True,True,True,840012044
951143984,13.333333333333332,15.438596491228072,1.1468788249694004,0.36377934062203,0.3585300373883966,0.521943048576214,True,False,False,False,840012044
951144783,11.851851851851851,1.4035087719298245,0.1870165326861823,-2.441309065365105,0.9914874599849522,0.65929648241206,True,False,False,False,840012044
951143980,0.0,2.807017543859649,3.807017543859649,1.423867009335483,0.0793440237711845,0.631825795644891,True,False,False,False,840012044
951143972,32.592592592592595,15.438596491228072,0.4893518249869437,-2.1662328338542918,0.9832427809135368,0.604355108877722,True,False,False,False,840012044
951144042,5.925925925925927,58.94736842105261,8.655502392344493,4.886031045649968,2.89716050552551e-06,0.288442211055276,True,True,True,True,840012044
951144029,1.4814814814814816,1.4035087719298245,0.9685781618224664,-0.0379528303519543,0.5150862537982583,0.727973199329983,True,False,False,False,840012044
951144013,1.4814814814814816,1.4035087719298245,0.9685781618224664,-0.0379528303519543,0.5150862537982583,0.741708542713568,True,False,False,False,840012044
951144006,0.0,0.0,1.0,,,0.673031825795645,True,False,False,False,840012044
951143999,0.0,0.0,1.0,,,0.769179229480737,True,False,False,False,840012044
951144103,2.9629629629629632,8.421052631578947,2.377274963108706,1.363455356850971,0.0884364053328486,0.727973199329983,True,False,False,False,840012044
951144069,10.37037037037037,0.0,0.0879478827361563,-2.760008525136024,0.9963591377814884,0.604355108877722,True,False,False,False,840012044
951144165,10.37037037037037,84.21052631578941,7.494085376307212,7.2389844623950275,1.7573461984506072e-10,0.233500837520938,True,True,True,True,840012044
951144148,4.444444444444445,33.68421052631579,6.370569280343716,3.578343250838226,0.0003072586571529,0.673031825795645,True,True,False,False,840012044
951144796,7.407407407407407,84.21052631578945,10.1351727335961,5.817216396064173,7.136664145017513e-08,0.315912897822446,True,True,True,True,840012044
951144184,4.444444444444445,1.4035087719298245,0.4414607948442534,-1.0402924476323472,0.8492044554897327,0.618090452261306,True,False,False,False,840012044
951144801,0.0,5.614035087719298,6.614035087719298,2.041816368948746,0.0223672100237753,0.576884422110553,True,True,False,False,840012044
951144199,0.0,0.0,1.0,,,0.65929648241206,True,False,False,False,840012044
951144273,1.4814814814814816,1.4035087719298245,0.9685781618224664,-0.0379528303519543,0.5150862537982583,0.618090452261307,True,False,False,False,840012044
951144260,1.4814814814814816,2.807017543859649,1.5341712490180672,0.5326224048648434,0.2979453946084768,0.590619765494137,True,False,False,False,840012044
951144327,7.407407407407407,1.4035087719298245,0.2858798979828425,-1.6892917933568434,0.9523134983051422,0.604355108877722,True,False,False,False,840012044
951144438,1.4814814814814816,25.26315789473685,10.583660644147685,3.832581408370479,0.0001319894205043,0.288442211055276,True,True,True,True,840012044
951144595,8.888888888888888,7.017543859649122,0.8107628622117092,-0.428562194963928,0.6652566066519687,0.206030150753769,True,False,True,False,840012044
